WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
456,SAU,GGXCNL_NGDP,Saudi Arabia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.281,-8.121,-9.327,-8.312,-5.123,-3.247,-2.506,-8.875,-5.991,3.184,-3.906,-5.907,1.199,9.718,17.987,20.823,11.784,29.802,-5.383,4.392,11.554,11.933,5.639,-3.542,-15.838,-17.203,-9.236,-5.871,-6.109,-6.64,-8.52,-7.568,-7.098,-6.231,2018
722,SEN,GGXCNL_NGDP,Senegal,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.708,2.348,0.905,0.972,0.929,-0.623,0.788,-1.518,0.197,-0.52,0.182,-0.263,-3.616,-2.737,-3.497,-3.625,-3.911,-4.9,-4.146,-4.325,-3.896,-3.682,-3.272,-2.49,-3.618,-2.987,-2.991,-3.041,-3.018,-2.987,-3.004,2018
942,SRB,GGXCNL_NGDP,Serbia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.166,0.36,-2.59,-2.656,0.066,1.045,-0.928,-0.834,-1.788,-3.433,-3.485,-3.905,-6.36,-4.993,-5.853,-3.382,-1.121,1.372,0.813,-0.354,-0.335,-0.372,-0.373,-0.363,-0.361,2018
718,SYC,GGXCNL_NGDP,Seychelles,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,-3.132,-6.086,-4.855,-10.056,2.772,11.813,8.257,11.911,3.151,6.442,-3.623,-6.947,-2.58,-9.692,-5.906,-16.67,-10.264,-14.74,-8.927,-16.26,3.396,0.437,0.422,-2.538,-9.929,7.882,4.839,0.521,3.428,2.89,0.368,3.668,1.864,0.205,0.352,0.194,0.934,1.645,0.549,1.865,1.732,1.057,2018
724,SLE,GGXCNL_NGDP,Sierra Leone,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.094,-5.125,-4.819,-4.473,-2.367,-1.937,-1.552,20.09,-3.466,-2.335,-5.002,-4.541,-5.158,-2.39,-3.605,-4.548,-8.46,-8.782,-5.781,-3.596,-4.185,-3.913,-3.153,-2.786,-2.616,2018
576,SGP,GGXCNL_NGDP,Singapore,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.966,0.682,2.701,4.357,7.905,4.804,1.983,5.663,2.414,5.204,4.593,1.197,2.232,0.678,2.06,2.556,2.16,7.12,3.589,-0.094,5.684,7.962,7.337,5.962,4.601,2.863,3.669,5.395,3.609,4.253,3.771,3.6,3.37,3.308,3.228,2019
936,SVK,GGXCNL_NGDP,Slovak Republic,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.341,-9.721,-6.162,-5.206,-7.276,-12.024,-6.401,-8.088,-2.703,-2.308,-2.883,-3.592,-1.949,-2.428,-7.804,-7.485,-4.277,-4.345,-2.72,-2.702,-2.561,-2.222,-0.797,-0.698,-0.818,-0.933,-0.871,-1.324,-1.687,-1.691,2018
961,SVN,GGXCNL_NGDP,Slovenia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.036,0.283,-1.028,-0.696,-0.564,-1.211,-1.247,-1.425,-1.278,-1.289,-1.029,-0.794,0.258,-0.27,-5.407,-5.221,-5.475,-3.12,-13.683,-5.765,-3.316,-1.637,-0.695,1.149,0.293,0.137,0.216,0.332,0.311,0.258,2018
813,SLB,GGXCNL_NGDP,Solomon Islands,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,5.091,0.629,2.26,0.642,-5.032,-6.899,-8.797,-22.941,-14.146,-12.533,2.839,3.078,6.881,5.01,7.133,5.448,5.933,3.77,3.176,6.875,-3.869,-1.065,-1.428,6.072,4.03,-1.876,-1.313,1.73,-0.235,1.773,6.253,8.409,3.66,4.138,2.099,-0.006,-3.916,-4.388,0.653,-2.268,-2.543,-2.655,-3.708,-4.433,-3.868,2017
726,SOM,GGXCNL_NGDP,Somalia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,ZAF,GGXCNL_NGDP,South Africa,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.539,-1.132,-1.071,-1.785,-1.168,-0.115,0.911,1.356,-0.535,-5.202,-5.026,-4.077,-4.426,-4.268,-4.263,-4.775,-4.068,-4.378,-4.424,-6.212,-6.749,-6.441,-6.386,-6.473,-6.565,2018
733,SSD,GGXCNL_NGDP,South Sudan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.612,-14.81,-3.47,-9.242,-17.435,-15.531,3.311,1.248,2.421,3.844,3.38,7.111,9.602,9.491,2018
184,ESP,GGXCNL_NGDP,Spain,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.254,-2.637,-5.822,-5.047,-5.743,-7.208,-6.315,-3.589,-3.717,-3.302,-4.243,-4.948,-4.633,-7.34,-6.742,-7.229,-5.532,-4.023,-3.028,-1.355,-1.1,-0.545,-0.411,-0.359,-0.025,1.21,2.2,1.924,-4.421,-10.954,-9.381,-9.642,-10.468,-6.989,-5.968,-5.272,-4.469,-3.078,-2.481,-2.162,-1.859,-1.87,-1.877,-1.876,-1.89,2018
524,LKA,GGXCNL_NGDP,Sri Lanka,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.604,-8.241,-5.118,-5.969,-7.655,-7.35,-7.124,-5.903,-7.014,-5.772,-8.04,-8.766,-7.137,-6.359,-6.536,-6.133,-6.112,-6.004,-6.13,-8.608,-6.954,-6.236,-5.599,-5.185,-6.231,-7.013,-5.338,-5.466,-5.265,-5.733,-5.363,-4.393,-3.788,-3.731,-3.743,2018
361,KNA,GGXCNL_NGDP,St. Kitts and Nevis,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-6.467,-4.443,-4.595,-3.997,-4.777,-8.411,-4.264,-15.227,-7.51,-2.993,0.621,0.919,0.499,0.244,0.791,0.899,-2.266,-2.202,-3.786,-10.054,-11.605,-9.939,-10.587,-5.736,-6.626,-3.539,-1.261,-2.858,-3.025,-2.31,-6.511,1.633,4.452,11.39,9.755,6.749,4.254,0.561,4.944,7.232,-4.27,-4.104,-6.363,-6.706,-7.098,2018
362,LCA,GGXCNL_NGDP,St. Lucia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,-1.671,-1.797,0.627,2.256,0.997,0.322,-0.468,-0.737,-0.284,-0.02,-0.148,-0.64,-1.23,2.479,1.802,-1.308,-3.432,-3.38,-3.541,-2.887,-6.708,-5.485,-1.682,-0.796,-2.849,-4.375,-5.838,-8.393,-5.347,-3.404,-2.547,-1.492,-2.21,-1.428,-2.234,-2.645,-2.574,-2.533,-2.587,-2.649,2018
364,VCT,GGXCNL_NGDP,St. Vincent and the Grenadines,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-3.898,-2.892,0.357,-2.074,2.7,4.566,2.501,1.188,0.636,-2.076,1.866,-0.524,-3.583,-1.616,0.134,1.19,1.711,-3.032,-1.965,-2.103,-0.881,-1.713,-2.111,-2.647,-2.853,-4.527,-3.289,-3.2,-1.363,-3.018,-3.908,-3.692,-1.907,-6.169,-2.989,-2.094,1.125,-0.463,-2.029,-1.704,-1.532,-1.443,-1.342,-1.266,-1.173,2018
732,SDN,GGXCNL_NGDP,Sudan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-16.207,-26.477,-24.517,-8.042,-3.032,-3.48,-2.61,-0.59,-0.561,-0.8,-0.698,-0.767,-0.685,0.768,0.156,-1.876,-1.323,-2.842,0.491,-3.796,0.111,-2.327,-7.367,-5.759,-4.717,-3.824,-4.405,-6.528,-7.662,-5.407,-11.13,-12.416,-13.643,-14.667,-15.768,2018
366,SUR,GGXCNL_NGDP,Suriname,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.259,-10.495,-6.909,-5.006,-2.028,1.248,3.662,-0.345,-6.842,-5.266,-8.307,3.737,-3.529,-0.122,-1.287,-3.631,0.634,5.369,2.563,2.171,-0.165,2.483,-2.107,-3.569,-5.024,-7.985,-9.005,-9.236,-7.16,-9.762,-9.635,-8.576,-6.759,-8.097,-7.954,2017
144,SWE,GGXCNL_NGDP,Sweden,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-5.44,-4.297,-6.161,-4.691,-2.638,-3.296,0.035,3.686,3.689,3.638,3.748,0.306,-8.5,-10.867,-8.76,-6.993,-3.093,-1.563,0.832,0.754,3.206,1.417,-1.445,-1.265,0.355,1.831,2.211,3.357,1.901,-0.707,-0.032,-0.199,-0.953,-1.355,-1.537,0.158,1.104,1.483,0.887,0.422,0.325,0.3,0.3,0.3,0.3,2018
146,CHE,GGXCNL_NGDP,Switzerland,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,-0.539,-0.189,0.066,1.165,1.168,0.985,0.835,0.001,-1.853,-2.988,-3.155,-2.611,-1.871,-2.05,-2.365,-1.323,-1.607,0.424,0.28,-1.784,-1.386,-1.425,-0.673,0.855,1.604,1.931,0.503,0.356,0.735,0.382,-0.429,-0.214,0.645,0.371,1.199,1.297,1.015,0.367,0.403,0.405,0.399,0.399,2017
463,SYR,GGXCNL_NGDP,Syria,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.924,-6.567,-7.258,-4.963,-5.999,-3.808,-2.826,-1.781,-2.812,-1.474,-1.361,2.305,-2.023,-2.704,-4.182,-4.408,-1.12,-2.987,-2.864,-2.892,-7.79,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2009
528,TWN,GGXCNL_NGDP,Taiwan Province of China,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-2.415,-2.571,-2.796,-1.871,-1.579,-2.01,-1.742,-1.746,-1.664,-9.752,-3.986,-9.231,-6.782,-6.045,-6.193,-6.751,-7.13,-7.463,-5.227,-2.346,-5.321,-5.572,-5.224,-4.322,-4.608,-2.493,-2.175,-2.22,-2.732,-6.18,-5.077,-4.024,-4.31,-3.244,-2.731,-1.779,-2.198,-2.024,-1.856,-1.264,-1.244,-1.224,-1.244,-1.144,-1.044,2018
923,TJK,GGXCNL_NGDP,Tajikistan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.746,-4.032,-5.555,-3.188,-2.441,-1.762,-2.369,-2.899,1.705,-5.534,-5.061,-5.229,-2.979,-2.142,0.59,-0.902,-0.126,-1.972,-9.032,-5.965,-2.781,-4.03,-2.952,-2.953,-2.968,-2.991,-2.99,2017
738,TZA,GGXCNL_NGDP,Tanzania,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.605,-4.959,-2.023,-3.737,-2.117,1.571,-0.026,0.133,-1.139,-0.73,-0.414,-0.727,-1.775,-2.434,-3.276,-3.385,-1.444,-1.919,-4.418,-4.7,-3.514,-4.06,-3.81,-2.911,-3.169,-2.083,-1.158,-1.882,-2.896,-3.473,-3.687,-3.859,-3.797,-3.539,2018
578,THA,GGXCNL_NGDP,Thailand,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.054,2.749,-1.681,-6.292,-9.017,-1.792,-1.768,-6.722,1.978,1.106,1.392,2.039,0.22,0.801,-2.214,-1.284,-0.006,-0.947,0.516,-0.801,0.132,0.57,-0.947,-0.252,-0.215,-0.203,-0.656,-0.896,-1.098,-1.14,2018
537,TLS,GGXCNL_NGDP,Timor-Leste,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.99,-7.023,-7.437,-3.057,-2.675,7.006,-5.639,-2.741,-3.901,-4.365,-4.664,-6.739,-3.556,-13.438,-17.069,-35.314,-20.852,-15.161,-24.322,-31.413,-24.954,-26.606,-21.701,-21.208,2017
742,TGO,GGXCNL_NGDP,Togo,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.946,-2.221,-4.747,-3.065,-11.411,-7.247,-4.005,-4.397,-1.326,-4.385,-2.369,-4.648,-0.965,-0.378,1.935,0.823,-2.248,-2.624,-2.588,-0.814,-3.669,-2.3,-6.266,-6.478,-5.199,-6.847,-8.828,-9.54,-0.277,-0.775,-2.661,-2.138,-1.504,-1.434,-1.214,-1.074,2018
